1,0
5,0
4,0
8,0
6,0
14,0
44,0
46,0
60,1
77,0
56,2
61,0
121,1
100,1
201,0
155,5
176,2
278,8
292,4
346,19
409,15
534,18
638,30
573,30
545,43
812,34
852,63
1020,80
1172,78
1159,112
1104,93
887,132
845,93
1019,175
1093,135
1028,166
909,149
1224,166
954,115
789,103
972,234
1213,147
1338,148
1323,117
1174,133
964,94
868,86
736,122
1062,189
1239,181
1140,144
1073,142
753,84
729,67
708,165
891,139
808,124
655,112
655,120
401,67
171,43
387,48
514,145
475,84
446,98
335,94
199,69
317,26
232,87
455,36
319,84
289,71
245,64
161,18
196,16
227,54
270,52
200,28
189,53
126,27
146,10
108,14
198,21
253,33
188,27
176,13
172,23
209,11
133,8
190,26
182,15
176,32
131,28
185,20
103,5
102,6
86,5
209,10
210,13
183,15
239,6
165,2
164,3
184,15
164,11
210,2
179,9
143,4
165,2
139,6
117,5
115,4
107,4
76,3
91,8
65,1
64,0
82,5
110,2
91,3
69,3
73,2
76,0
50,2
62,6
77,2
75,3
61,2
74,6
36,1
37,1
52,4
52,3
42,2
81,0
101,1
71,0
53,0
106,0
99,1
103,1
128,1
144,0
185,0
163,0
168,0
163,3
193,0
140,0
282,1
167,19
223,0
247,4
343,2
349,0
433,0
366,1
390,2
489,0
426,1
607,3
539,0
486,1
578,0
642,0
230,0
1219,2
620,2
651,4
661,2
538,2
499,3
498,0
559,3
544,6
540,10
508,4
472,5
602,0
427,2
571,5
544,8
509,3
501,2
508,4
543,0
478,0
740,8
614,5
753,0
661,2
925,4
797,2
969,0
1151,1
826,2
1270,3
1232,3
1089,1
1316,1
1379,2
1542,2
1761,2
1982,6
1896,8
1854,2
2217,4
2252,2
2360,10
2566,6
2779,17
2722,16
3001,38
2925,8
3012,6
3308,13
3260,13
3826,13
3973,9
4007,21
4580,5
4535,0
4992,28
5831,36
5972,13
6503,13
6377,23
6848,17
7378,12
7296,35
7801,32
7992,29
8123,16
8185,29
7996,14
8168,17
8743,46
9284,59
9996,46
8658,45
10206,55
10347,27
10297,26
8105,70
10277,60
11119,56
9821,87
8687,50
8291,39
7756,29
7648,113
6976,106
7249,88
6671,118
5673,73
4684,44
4673,39
5419,98
5636,74
6095,89
5923,55
5413,85
4840,43
4308,44
4624,86
5655,82
5942,73
6080,52
5401,48
5181,21
3931,54
4917,90
4486,74
5748,75
4471,83
5594,59
4568,23
4049,27
4924,62
5609,66
5907,61
6536,59
6798,39
7067,25
6162,17
6534,71
8744,66
8854,61
9104,64
9891,53
8457,29
6650,34
11189,86
12786,78
11949,75
12238,84
13040,54
11173,32
9820,28
10412,114
11507,104
11502,89
9856,98
9080,46
7415,28
7520,45
9410,170
9692,112
8205,108
8603,97
7402,36
6563,47
6341,63
7138,187
9635,137
8143,85
7344,87
6612,136
5417,54
4892,50
6100,152
6484,122
6031,89
5272,94
5598,97
4769,41
4285,50
5538,106
5800,86
5749,89
5430,85
4891,88
4046,30
3922,39
4735,86
4699,68
4365,83
4198,56
3706,87
3188,39
3578,27
4028,83
4207,61
4333,65
4085,60
3941,61
2221,48
1754,25
3197,83
4414,79
4354,72
4200,65
3450,66
2814,23
2704,27
3373,86
4526,88
4732,72
4571,49
4674,62
4162,17
3806,32
4367,94
5014,63
5114,32
4939,65
4671,40
3764,20
3984,21
4998,65
4118,48
4670,33
5337,32
4529,41
3834,30
4297,28
5274,56
5323,31
6027,50
6400,26
5974,22
5469,23
4905,18
5927,32
6130,46
7375,33
7599,46
6967,16
6261,15
5563,15
7583,49
7708,32
7566,26
8798,24
7442,29
6718,15
5832,10
7633,34
7840,29
7257,21
7628,16
6822,31
5320,16
5541,7
6359,20
7793,23
7635,19
7684,40
8221,23
6675,17
6685,20
5389,31
8742,26
8901,13
8288,12
8508,31
7117,12
6824,22
8475,27
9612,18
9210,19
8062,14
8014,22
6200,11
5342,13
8649,31
7277,11
7758,20
5759,24
5508,21
9187,3
7735,17
7273,32
6792,24
7485,24
7402,21
6563,29
5858,4
5521,17
6361,43
6017,16
5515,14
4451,10
4441,13
2829,13
5336,7
4564,17
4651,15
4168,18
3172,12
3422,19
2700,7
2462,10
2774,13
3336,10
3862,16
3388,15
2719,8
2045,6
2320,2
2521,9
2735,12
2397,14
2127,8
1547,9
1385,4
1424,3
1725,15
1569,5
1385,6
1212,3
1045,1
852,2
1042,4
1027,1
1075,4
895,3
689,1
707,3
559,0
691,1
659,3
703,4
650,2
559,5
498,0
557,1
550,0
635,4
829,0
941,3
1125,7
1217,1
1519,0
2216,1
3649,1
5433,3
6927,2
10283,2
9323,1
8441,0
7824,1
10435,3
10982,1
11300,3
11036,2
10140,0
8874,1
6712,2
6907,5
6241,3
6398,3
5269,3
4593,4
3851,4
3973,1
3461,3
4429,8
3404,3
2935,6
2304,6
2094,2
2184,0
2817,3
3382,7
2950,11
2425,8
2318,9
2026,2
2161,2
2163,10
2607,10
2720,7
2343,7
2289,7
2249,3
2306,6
2819,6
2574,8
2262,6
2436,6
2453,8
2390,6
2437,3
2906,12
2642,10
2875,9
2450,3
2325,10
2196,3
2350,4
2867,12
2800,4
2569,8
2713,9
2374,10
2115,2
2481,3
2820,8
2395,7
2713,3
2198,4
22,6
3831,0
2029,5
2376,11
2098,7
2170,8
2017,10
1663,4
1347,3
1690,10
1929,6
1838,4
1698,12
1611,4
1613,3
1387,1
1729,7
1783,8
1703,6
1733,2
1666,6
1619,5
1638,1
1903,4
1895,7
2759,3
2792,6
2510,2
2258,2
2719,1
2887,5
3733,7
3634,12
3716,4
3703,7
3677,5
3354,6
3899,4
4582,14
5206,11
5869,7
5680,10
6296,23
5296,1
5749,6
7264,20
7685,17
7391,14
7946,13
8174,13
7694,14
7731,12
9112,18
10214,33
10911,23
11962,20
11349,36
11805,8
11289,22
12648,29
16296,25
16204,26
13848,32
12030,33
19197,6
20178,16
20764,35
23593,44
21032,34
21798,37
20646,55
23002,11
22956,29
23713,53
22189,50
21281,60
22031,59
22135,55
21443,45
22163,32
18519,65
23048,45
21529,65
22614,62
23082,56
20965,26
17921,34
18067,68
19767,72
17478,77
17716,85
16588,70
13787,38
12760,28
13493,74
16329,41
15369,55
14616,60
13279,50
12154,48
9316,36
13353,30
13362,47
12436,40
12590,40
11886,44
11432,11
9175,12
15817,75
14778,49
16813,40
15713,32
17582,27
14536,6
18506,14
24897,19
24812,39
34872,12
28357,24
32484,8
28171,7
29039,8
32244,18
33835,8
36318,13
31853,15
36511,6
42352,7
51399,3
69695,0
40038,20
57570,12
46147,12
65367,10
64677,2
54160,8
58700,9
64555,12
74088,14
39444,9
75220,8
112227,2
105818,5
66999,16
82886,10
68936,7
40135,4
94894,11
77619,9
86559,0
86789,8
80630,15
70357,19
60165,12
55011,7
53519,7
63880,12
56378,18
49289,17
33609,16
36440,11
35987,8
34672,6
39121,18
40571,11
41184,13
37542,8
32898,6
27383,3
28867,6
36496,16
48489,12
58284,7
68312,10
67208,9
66799,4
64454,0
66234,12
74246,10
74518,41
69186,13
60049,11
52342,8
45900,6
52897,12
60265,11
53669,19
54220,19
41460,11
34823,8
31921,3
40558,25
42788,16
39098,15
34994,20
28145,20
25018,7
21517,10
30697,16
27783,37
25444,26
21752,6
16951,14
12377,6
10773,10
14039,14
13041,21
12881,9
10873,13
9908,16
7178,2
6636,3
6308,15
4944,22
4695,10
4139,8
3495,4
2838,1
2075,2
2505,4
3522,11
3036,19
2617,9
2045,10
1590,5
1406,6
1862,7
1757,3
1248,2
1676,4
1596,6
1291,4
1311,3
1747,6
1680,4
1669,3
1303,1
1482,4
1234,2
1088,2
1583,3
1395,6
1428,5
1264,0
1327,2
1008,0
821,0
1312,3
1198,0
1436,4
1042,5
1178,1
764,0
737,0
1190,2
1059,5
1057,0
903,1
891,3
826,1
987,0
1247,4
1373,2
1535,1
1460,0
1439,1
1239,0
977,0
1502,0
1777,1
2429,3
2235,2
2100,0
2212,0
1865,4
2874,0
3415,1
4166,5
3858,1
3512,0
2945,0
3795,2
4793,2
4826,1
5507,2
5166,4
4312,0
3912,0
4655,4
5778,4
6271,8
6512,8
6076,3
5198,0
3511,0
5052,3
6653,9
6430,4
7296,5
6702,3
5112,0
6738,0
3563,2
7413,3
6806,4
7056,4
6516,5
5398,0
3549,0
4085,10
5062,7
4503,7
4494,4
4629,6
3057,0
3794,0
3077,9
4478,11
4117,7
3684,6
3232,3
2112,0
2756,0
2459,5
3322,3
2916,6
2438,4
2470,1
1801,0
1634,0
1441,17
